Word1,Word2,Word3,Word4,Subject
hard,harder,new,newer,gram3-comparative
hard,harder,old,older,gram3-comparative
hard,harder,safe,safer,gram3-comparative
hard,harder,sharp,sharper,gram3-comparative
hard,harder,short,shorter,gram3-comparative
hard,harder,slow,slower,gram3-comparative
hard,harder,strong,stronger,gram3-comparative
hard,harder,tall,taller,gram3-comparative
hard,harder,tough,tougher,gram3-comparative
hard,harder,warm,warmer,gram3-comparative
hard,harder,weak,weaker,gram3-comparative
hard,harder,young,younger,gram3-comparative
hard,harder,bad,worse,gram3-comparative
hard,harder,big,bigger,gram3-comparative
hard,harder,cheap,cheaper,gram3-comparative
hard,harder,cold,colder,gram3-comparative
hard,harder,deep,deeper,gram3-comparative
hard,harder,easy,easier,gram3-comparative
hard,harder,fast,faster,gram3-comparative
hard,harder,good,better,gram3-comparative
hard,harder,great,greater,gram3-comparative
heavy,heavier,high,higher,gram3-comparative
heavy,heavier,hot,hotter,gram3-comparative
heavy,heavier,long,longer,gram3-comparative
heavy,heavier,loud,louder,gram3-comparative
heavy,heavier,low,lower,gram3-comparative
heavy,heavier,new,newer,gram3-comparative
heavy,heavier,old,older,gram3-comparative
heavy,heavier,safe,safer,gram3-comparative
heavy,heavier,sharp,sharper,gram3-comparative
heavy,heavier,short,shorter,gram3-comparative
heavy,heavier,slow,slower,gram3-comparative
heavy,heavier,strong,stronger,gram3-comparative
heavy,heavier,tall,taller,gram3-comparative
heavy,heavier,tough,tougher,gram3-comparative
heavy,heavier,warm,warmer,gram3-comparative
heavy,heavier,weak,weaker,gram3-comparative
heavy,heavier,young,younger,gram3-comparative
heavy,heavier,bad,worse,gram3-comparative
heavy,heavier,big,bigger,gram3-comparative
heavy,heavier,cheap,cheaper,gram3-comparative
heavy,heavier,cold,colder,gram3-comparative
heavy,heavier,deep,deeper,gram3-comparative
heavy,heavier,easy,easier,gram3-comparative
heavy,heavier,fast,faster,gram3-comparative
heavy,heavier,good,better,gram3-comparative
heavy,heavier,great,greater,gram3-comparative
heavy,heavier,hard,harder,gram3-comparative
high,higher,hot,hotter,gram3-comparative
high,higher,long,longer,gram3-comparative
high,higher,loud,louder,gram3-comparative
high,higher,low,lower,gram3-comparative
high,higher,new,newer,gram3-comparative
high,higher,old,older,gram3-comparative
high,higher,safe,safer,gram3-comparative
high,higher,sharp,sharper,gram3-comparative
high,higher,short,shorter,gram3-comparative
high,higher,slow,slower,gram3-comparative
high,higher,strong,stronger,gram3-comparative
high,higher,tall,taller,gram3-comparative
high,higher,tough,tougher,gram3-comparative
high,higher,warm,warmer,gram3-comparative
high,higher,weak,weaker,gram3-comparative
high,higher,young,younger,gram3-comparative
high,higher,bad,worse,gram3-comparative
high,higher,big,bigger,gram3-comparative
high,higher,cheap,cheaper,gram3-comparative
high,higher,cold,colder,gram3-comparative
high,higher,deep,deeper,gram3-comparative
high,higher,easy,easier,gram3-comparative
high,higher,fast,faster,gram3-comparative
high,higher,good,better,gram3-comparative
high,higher,great,greater,gram3-comparative
high,higher,hard,harder,gram3-comparative
high,higher,heavy,heavier,gram3-comparative
hot,hotter,long,longer,gram3-comparative
hot,hotter,loud,louder,gram3-comparative
hot,hotter,low,lower,gram3-comparative
hot,hotter,new,newer,gram3-comparative
hot,hotter,old,older,gram3-comparative
hot,hotter,safe,safer,gram3-comparative
hot,hotter,sharp,sharper,gram3-comparative
hot,hotter,short,shorter,gram3-comparative
hot,hotter,slow,slower,gram3-comparative
hot,hotter,strong,stronger,gram3-comparative
hot,hotter,tall,taller,gram3-comparative
hot,hotter,tough,tougher,gram3-comparative
hot,hotter,warm,warmer,gram3-comparative
hot,hotter,weak,weaker,gram3-comparative
hot,hotter,young,younger,gram3-comparative
hot,hotter,bad,worse,gram3-comparative
hot,hotter,big,bigger,gram3-comparative
hot,hotter,cheap,cheaper,gram3-comparative
hot,hotter,cold,colder,gram3-comparative
hot,hotter,deep,deeper,gram3-comparative
hot,hotter,easy,easier,gram3-comparative
hot,hotter,fast,faster,gram3-comparative
hot,hotter,good,better,gram3-comparative
hot,hotter,great,greater,gram3-comparative
hot,hotter,hard,harder,gram3-comparative
hot,hotter,heavy,heavier,gram3-comparative
hot,hotter,high,higher,gram3-comparative
long,longer,loud,louder,gram3-comparative
long,longer,low,lower,gram3-comparative
long,longer,new,newer,gram3-comparative
long,longer,old,older,gram3-comparative
long,longer,safe,safer,gram3-comparative
long,longer,sharp,sharper,gram3-comparative
long,longer,short,shorter,gram3-comparative
long,longer,slow,slower,gram3-comparative
long,longer,strong,stronger,gram3-comparative
long,longer,tall,taller,gram3-comparative
long,longer,tough,tougher,gram3-comparative
long,longer,warm,warmer,gram3-comparative
long,longer,weak,weaker,gram3-comparative
long,longer,young,younger,gram3-comparative
long,longer,bad,worse,gram3-comparative
long,longer,big,bigger,gram3-comparative
long,longer,cheap,cheaper,gram3-comparative
long,longer,cold,colder,gram3-comparative
long,longer,deep,deeper,gram3-comparative
long,longer,easy,easier,gram3-comparative
long,longer,fast,faster,gram3-comparative
long,longer,good,better,gram3-comparative
long,longer,great,greater,gram3-comparative
long,longer,hard,harder,gram3-comparative
long,longer,heavy,heavier,gram3-comparative
long,longer,high,higher,gram3-comparative
long,longer,hot,hotter,gram3-comparative
loud,louder,low,lower,gram3-comparative
loud,louder,new,newer,gram3-comparative
loud,louder,old,older,gram3-comparative
loud,louder,safe,safer,gram3-comparative
loud,louder,sharp,sharper,gram3-comparative
loud,louder,short,shorter,gram3-comparative
loud,louder,slow,slower,gram3-comparative
loud,louder,strong,stronger,gram3-comparative
loud,louder,tall,taller,gram3-comparative
loud,louder,tough,tougher,gram3-comparative
loud,louder,warm,warmer,gram3-comparative
loud,louder,weak,weaker,gram3-comparative
loud,louder,young,younger,gram3-comparative
loud,louder,bad,worse,gram3-comparative
loud,louder,big,bigger,gram3-comparative
loud,louder,cheap,cheaper,gram3-comparative
loud,louder,cold,colder,gram3-comparative
loud,louder,deep,deeper,gram3-comparative
loud,louder,easy,easier,gram3-comparative
loud,louder,fast,faster,gram3-comparative
loud,louder,good,better,gram3-comparative
loud,louder,great,greater,gram3-comparative
loud,louder,hard,harder,gram3-comparative
loud,louder,heavy,heavier,gram3-comparative
loud,louder,high,higher,gram3-comparative
loud,louder,hot,hotter,gram3-comparative
loud,louder,long,longer,gram3-comparative
low,lower,new,newer,gram3-comparative
low,lower,old,older,gram3-comparative
low,lower,safe,safer,gram3-comparative
low,lower,sharp,sharper,gram3-comparative
low,lower,short,shorter,gram3-comparative
low,lower,slow,slower,gram3-comparative
low,lower,strong,stronger,gram3-comparative
low,lower,tall,taller,gram3-comparative
low,lower,tough,tougher,gram3-comparative
low,lower,warm,warmer,gram3-comparative
low,lower,weak,weaker,gram3-comparative
low,lower,young,younger,gram3-comparative
low,lower,bad,worse,gram3-comparative
low,lower,big,bigger,gram3-comparative
low,lower,cheap,cheaper,gram3-comparative
low,lower,cold,colder,gram3-comparative
low,lower,deep,deeper,gram3-comparative
low,lower,easy,easier,gram3-comparative
low,lower,fast,faster,gram3-comparative
low,lower,good,better,gram3-comparative
low,lower,great,greater,gram3-comparative
low,lower,hard,harder,gram3-comparative
low,lower,heavy,heavier,gram3-comparative
low,lower,high,higher,gram3-comparative
low,lower,hot,hotter,gram3-comparative
low,lower,long,longer,gram3-comparative
low,lower,loud,louder,gram3-comparative
new,newer,old,older,gram3-comparative
new,newer,safe,safer,gram3-comparative
new,newer,sharp,sharper,gram3-comparative
new,newer,short,shorter,gram3-comparative
new,newer,slow,slower,gram3-comparative
new,newer,strong,stronger,gram3-comparative
new,newer,tall,taller,gram3-comparative
new,newer,tough,tougher,gram3-comparative
new,newer,warm,warmer,gram3-comparative
new,newer,weak,weaker,gram3-comparative
new,newer,young,younger,gram3-comparative
new,newer,bad,worse,gram3-comparative
new,newer,big,bigger,gram3-comparative
new,newer,cheap,cheaper,gram3-comparative
new,newer,cold,colder,gram3-comparative
new,newer,deep,deeper,gram3-comparative
new,newer,easy,easier,gram3-comparative
new,newer,fast,faster,gram3-comparative
new,newer,good,better,gram3-comparative
new,newer,great,greater,gram3-comparative
new,newer,hard,harder,gram3-comparative
new,newer,heavy,heavier,gram3-comparative
new,newer,high,higher,gram3-comparative
new,newer,hot,hotter,gram3-comparative
new,newer,long,longer,gram3-comparative
new,newer,loud,louder,gram3-comparative
new,newer,low,lower,gram3-comparative
old,older,safe,safer,gram3-comparative
old,older,sharp,sharper,gram3-comparative
old,older,short,shorter,gram3-comparative
old,older,slow,slower,gram3-comparative
old,older,strong,stronger,gram3-comparative
old,older,tall,taller,gram3-comparative
old,older,tough,tougher,gram3-comparative
old,older,warm,warmer,gram3-comparative
old,older,weak,weaker,gram3-comparative
old,older,young,younger,gram3-comparative
old,older,bad,worse,gram3-comparative
old,older,big,bigger,gram3-comparative
old,older,cheap,cheaper,gram3-comparative
old,older,cold,colder,gram3-comparative
old,older,deep,deeper,gram3-comparative
old,older,easy,easier,gram3-comparative
old,older,fast,faster,gram3-comparative
old,older,good,better,gram3-comparative
old,older,great,greater,gram3-comparative
old,older,hard,harder,gram3-comparative
old,older,heavy,heavier,gram3-comparative
old,older,high,higher,gram3-comparative
old,older,hot,hotter,gram3-comparative
old,older,long,longer,gram3-comparative
old,older,loud,louder,gram3-comparative
old,older,low,lower,gram3-comparative
old,older,new,newer,gram3-comparative
safe,safer,sharp,sharper,gram3-comparative
safe,safer,short,shorter,gram3-comparative
safe,safer,slow,slower,gram3-comparative
safe,safer,strong,stronger,gram3-comparative
safe,safer,tall,taller,gram3-comparative
safe,safer,tough,tougher,gram3-comparative
safe,safer,warm,warmer,gram3-comparative
safe,safer,weak,weaker,gram3-comparative
safe,safer,young,younger,gram3-comparative
safe,safer,bad,worse,gram3-comparative
safe,safer,big,bigger,gram3-comparative
safe,safer,cheap,cheaper,gram3-comparative
safe,safer,cold,colder,gram3-comparative
safe,safer,deep,deeper,gram3-comparative
safe,safer,easy,easier,gram3-comparative
safe,safer,fast,faster,gram3-comparative
safe,safer,good,better,gram3-comparative
safe,safer,great,greater,gram3-comparative
safe,safer,hard,harder,gram3-comparative
safe,safer,heavy,heavier,gram3-comparative
safe,safer,high,higher,gram3-comparative
safe,safer,hot,hotter,gram3-comparative
safe,safer,long,longer,gram3-comparative
safe,safer,loud,louder,gram3-comparative
safe,safer,low,lower,gram3-comparative
safe,safer,new,newer,gram3-comparative
safe,safer,old,older,gram3-comparative
sharp,sharper,short,shorter,gram3-comparative
sharp,sharper,slow,slower,gram3-comparative
sharp,sharper,strong,stronger,gram3-comparative
sharp,sharper,tall,taller,gram3-comparative
sharp,sharper,tough,tougher,gram3-comparative
sharp,sharper,warm,warmer,gram3-comparative
sharp,sharper,weak,weaker,gram3-comparative
sharp,sharper,young,younger,gram3-comparative
sharp,sharper,bad,worse,gram3-comparative
sharp,sharper,big,bigger,gram3-comparative
sharp,sharper,cheap,cheaper,gram3-comparative
sharp,sharper,cold,colder,gram3-comparative
sharp,sharper,deep,deeper,gram3-comparative
sharp,sharper,easy,easier,gram3-comparative
sharp,sharper,fast,faster,gram3-comparative
sharp,sharper,good,better,gram3-comparative
sharp,sharper,great,greater,gram3-comparative
sharp,sharper,hard,harder,gram3-comparative
sharp,sharper,heavy,heavier,gram3-comparative
sharp,sharper,high,higher,gram3-comparative
sharp,sharper,hot,hotter,gram3-comparative
sharp,sharper,long,longer,gram3-comparative
sharp,sharper,loud,louder,gram3-comparative
sharp,sharper,low,lower,gram3-comparative
sharp,sharper,new,newer,gram3-comparative
sharp,sharper,old,older,gram3-comparative
sharp,sharper,safe,safer,gram3-comparative
short,shorter,slow,slower,gram3-comparative
short,shorter,strong,stronger,gram3-comparative
short,shorter,tall,taller,gram3-comparative
short,shorter,tough,tougher,gram3-comparative
short,shorter,warm,warmer,gram3-comparative
short,shorter,weak,weaker,gram3-comparative
short,shorter,young,younger,gram3-comparative
short,shorter,bad,worse,gram3-comparative
short,shorter,big,bigger,gram3-comparative
short,shorter,cheap,cheaper,gram3-comparative
short,shorter,cold,colder,gram3-comparative
short,shorter,deep,deeper,gram3-comparative
short,shorter,easy,easier,gram3-comparative
short,shorter,fast,faster,gram3-comparative
short,shorter,good,better,gram3-comparative
short,shorter,great,greater,gram3-comparative
short,shorter,hard,harder,gram3-comparative
short,shorter,heavy,heavier,gram3-comparative
short,shorter,high,higher,gram3-comparative
short,shorter,hot,hotter,gram3-comparative
short,shorter,long,longer,gram3-comparative
short,shorter,loud,louder,gram3-comparative
short,shorter,low,lower,gram3-comparative
short,shorter,new,newer,gram3-comparative
short,shorter,old,older,gram3-comparative
short,shorter,safe,safer,gram3-comparative
short,shorter,sharp,sharper,gram3-comparative
slow,slower,strong,stronger,gram3-comparative
slow,slower,tall,taller,gram3-comparative
slow,slower,tough,tougher,gram3-comparative
slow,slower,warm,warmer,gram3-comparative
slow,slower,weak,weaker,gram3-comparative
slow,slower,young,younger,gram3-comparative
slow,slower,bad,worse,gram3-comparative
slow,slower,big,bigger,gram3-comparative
slow,slower,cheap,cheaper,gram3-comparative
slow,slower,cold,colder,gram3-comparative
slow,slower,deep,deeper,gram3-comparative
slow,slower,easy,easier,gram3-comparative
slow,slower,fast,faster,gram3-comparative
slow,slower,good,better,gram3-comparative
slow,slower,great,greater,gram3-comparative
slow,slower,hard,harder,gram3-comparative
slow,slower,heavy,heavier,gram3-comparative
slow,slower,high,higher,gram3-comparative
slow,slower,hot,hotter,gram3-comparative
slow,slower,long,longer,gram3-comparative
slow,slower,loud,louder,gram3-comparative
slow,slower,low,lower,gram3-comparative
slow,slower,new,newer,gram3-comparative
slow,slower,old,older,gram3-comparative
slow,slower,safe,safer,gram3-comparative
slow,slower,sharp,sharper,gram3-comparative
slow,slower,short,shorter,gram3-comparative
strong,stronger,tall,taller,gram3-comparative
strong,stronger,tough,tougher,gram3-comparative
strong,stronger,warm,warmer,gram3-comparative
strong,stronger,weak,weaker,gram3-comparative
strong,stronger,young,younger,gram3-comparative
strong,stronger,bad,worse,gram3-comparative
strong,stronger,big,bigger,gram3-comparative
strong,stronger,cheap,cheaper,gram3-comparative
strong,stronger,cold,colder,gram3-comparative
strong,stronger,deep,deeper,gram3-comparative
strong,stronger,easy,easier,gram3-comparative
strong,stronger,fast,faster,gram3-comparative
strong,stronger,good,better,gram3-comparative
strong,stronger,great,greater,gram3-comparative
strong,stronger,hard,harder,gram3-comparative
strong,stronger,heavy,heavier,gram3-comparative
strong,stronger,high,higher,gram3-comparative
strong,stronger,hot,hotter,gram3-comparative
strong,stronger,long,longer,gram3-comparative
strong,stronger,loud,louder,gram3-comparative
strong,stronger,low,lower,gram3-comparative
strong,stronger,new,newer,gram3-comparative
strong,stronger,old,older,gram3-comparative
strong,stronger,safe,safer,gram3-comparative
strong,stronger,sharp,sharper,gram3-comparative
strong,stronger,short,shorter,gram3-comparative
strong,stronger,slow,slower,gram3-comparative
tall,taller,tough,tougher,gram3-comparative
tall,taller,warm,warmer,gram3-comparative
tall,taller,weak,weaker,gram3-comparative
tall,taller,young,younger,gram3-comparative
tall,taller,bad,worse,gram3-comparative
tall,taller,big,bigger,gram3-comparative
tall,taller,cheap,cheaper,gram3-comparative
tall,taller,cold,colder,gram3-comparative
tall,taller,deep,deeper,gram3-comparative
tall,taller,easy,easier,gram3-comparative
tall,taller,fast,faster,gram3-comparative
tall,taller,good,better,gram3-comparative
tall,taller,great,greater,gram3-comparative
tall,taller,hard,harder,gram3-comparative
tall,taller,heavy,heavier,gram3-comparative
tall,taller,high,higher,gram3-comparative
tall,taller,hot,hotter,gram3-comparative
tall,taller,long,longer,gram3-comparative
tall,taller,loud,louder,gram3-comparative
tall,taller,low,lower,gram3-comparative
tall,taller,new,newer,gram3-comparative
tall,taller,old,older,gram3-comparative
tall,taller,safe,safer,gram3-comparative
tall,taller,sharp,sharper,gram3-comparative
tall,taller,short,shorter,gram3-comparative
tall,taller,slow,slower,gram3-comparative
tall,taller,strong,stronger,gram3-comparative
tough,tougher,warm,warmer,gram3-comparative
tough,tougher,weak,weaker,gram3-comparative
tough,tougher,young,younger,gram3-comparative
tough,tougher,bad,worse,gram3-comparative
tough,tougher,big,bigger,gram3-comparative
tough,tougher,cheap,cheaper,gram3-comparative
tough,tougher,cold,colder,gram3-comparative
tough,tougher,deep,deeper,gram3-comparative
tough,tougher,easy,easier,gram3-comparative
tough,tougher,fast,faster,gram3-comparative
tough,tougher,good,better,gram3-comparative
tough,tougher,great,greater,gram3-comparative
tough,tougher,hard,harder,gram3-comparative
tough,tougher,heavy,heavier,gram3-comparative
tough,tougher,high,higher,gram3-comparative
tough,tougher,hot,hotter,gram3-comparative
tough,tougher,long,longer,gram3-comparative
tough,tougher,loud,louder,gram3-comparative
tough,tougher,low,lower,gram3-comparative
tough,tougher,new,newer,gram3-comparative
tough,tougher,old,older,gram3-comparative
tough,tougher,safe,safer,gram3-comparative
tough,tougher,sharp,sharper,gram3-comparative
tough,tougher,short,shorter,gram3-comparative
tough,tougher,slow,slower,gram3-comparative
tough,tougher,strong,stronger,gram3-comparative
tough,tougher,tall,taller,gram3-comparative
warm,warmer,weak,weaker,gram3-comparative
warm,warmer,young,younger,gram3-comparative
warm,warmer,bad,worse,gram3-comparative
warm,warmer,big,bigger,gram3-comparative
warm,warmer,cheap,cheaper,gram3-comparative
warm,warmer,cold,colder,gram3-comparative
warm,warmer,deep,deeper,gram3-comparative
warm,warmer,easy,easier,gram3-comparative
warm,warmer,fast,faster,gram3-comparative
warm,warmer,good,better,gram3-comparative
warm,warmer,great,greater,gram3-comparative
warm,warmer,hard,harder,gram3-comparative
warm,warmer,heavy,heavier,gram3-comparative
warm,warmer,high,higher,gram3-comparative
warm,warmer,hot,hotter,gram3-comparative
warm,warmer,long,longer,gram3-comparative
warm,warmer,loud,louder,gram3-comparative
warm,warmer,low,lower,gram3-comparative
warm,warmer,new,newer,gram3-comparative
warm,warmer,old,older,gram3-comparative
warm,warmer,safe,safer,gram3-comparative
warm,warmer,sharp,sharper,gram3-comparative
warm,warmer,short,shorter,gram3-comparative
warm,warmer,slow,slower,gram3-comparative
warm,warmer,strong,stronger,gram3-comparative
warm,warmer,tall,taller,gram3-comparative
warm,warmer,tough,tougher,gram3-comparative
weak,weaker,young,younger,gram3-comparative
weak,weaker,bad,worse,gram3-comparative
weak,weaker,big,bigger,gram3-comparative
weak,weaker,cheap,cheaper,gram3-comparative
weak,weaker,cold,colder,gram3-comparative
weak,weaker,deep,deeper,gram3-comparative
weak,weaker,easy,easier,gram3-comparative
weak,weaker,fast,faster,gram3-comparative
weak,weaker,good,better,gram3-comparative
weak,weaker,great,greater,gram3-comparative
weak,weaker,hard,harder,gram3-comparative
weak,weaker,heavy,heavier,gram3-comparative
weak,weaker,high,higher,gram3-comparative
weak,weaker,hot,hotter,gram3-comparative
weak,weaker,long,longer,gram3-comparative
weak,weaker,loud,louder,gram3-comparative
weak,weaker,low,lower,gram3-comparative
weak,weaker,new,newer,gram3-comparative
weak,weaker,old,older,gram3-comparative
weak,weaker,safe,safer,gram3-comparative
weak,weaker,sharp,sharper,gram3-comparative
weak,weaker,short,shorter,gram3-comparative
weak,weaker,slow,slower,gram3-comparative
weak,weaker,strong,stronger,gram3-comparative
weak,weaker,tall,taller,gram3-comparative
weak,weaker,tough,tougher,gram3-comparative
weak,weaker,warm,warmer,gram3-comparative
young,younger,bad,worse,gram3-comparative
young,younger,big,bigger,gram3-comparative
young,younger,cheap,cheaper,gram3-comparative
young,younger,cold,colder,gram3-comparative
young,younger,deep,deeper,gram3-comparative
young,younger,easy,easier,gram3-comparative
young,younger,fast,faster,gram3-comparative
young,younger,good,better,gram3-comparative
young,younger,great,greater,gram3-comparative
young,younger,hard,harder,gram3-comparative
young,younger,heavy,heavier,gram3-comparative
young,younger,high,higher,gram3-comparative
young,younger,hot,hotter,gram3-comparative
young,younger,long,longer,gram3-comparative
young,younger,loud,louder,gram3-comparative
young,younger,low,lower,gram3-comparative
young,younger,new,newer,gram3-comparative
young,younger,old,older,gram3-comparative
young,younger,safe,safer,gram3-comparative
young,younger,sharp,sharper,gram3-comparative
young,younger,short,shorter,gram3-comparative
young,younger,slow,slower,gram3-comparative
young,younger,strong,stronger,gram3-comparative
young,younger,tall,taller,gram3-comparative
young,younger,tough,tougher,gram3-comparative
young,younger,warm,warmer,gram3-comparative
young,younger,weak,weaker,gram3-comparative
bad,worst,cold,coldest,gram4-superlative
bad,worst,dark,darkest,gram4-superlative
bad,worst,easy,easiest,gram4-superlative
bad,worst,fast,fastest,gram4-superlative
bad,worst,good,best,gram4-superlative
bad,worst,great,greatest,gram4-superlative
bad,worst,high,highest,gram4-superlative
bad,worst,hot,hottest,gram4-superlative
bad,worst,long,longest,gram4-superlative
bad,worst,low,lowest,gram4-superlative
bad,worst,old,oldest,gram4-superlative
bad,worst,sharp,sharpest,gram4-superlative
bad,worst,small,smallest,gram4-superlative
bad,worst,strong,strongest,gram4-superlative
bad,worst,sweet,sweetest,gram4-superlative
bad,worst,weak,weakest,gram4-superlative
bad,worst,wide,widest,gram4-superlative
bad,worst,young,youngest,gram4-superlative
cold,coldest,dark,darkest,gram4-superlative
cold,coldest,easy,easiest,gram4-superlative
cold,coldest,fast,fastest,gram4-superlative
cold,coldest,good,best,gram4-superlative
cold,coldest,great,greatest,gram4-superlative
cold,coldest,high,highest,gram4-superlative
cold,coldest,hot,hottest,gram4-superlative
cold,coldest,long,longest,gram4-superlative
cold,coldest,low,lowest,gram4-superlative
cold,coldest,old,oldest,gram4-superlative
cold,coldest,sharp,sharpest,gram4-superlative
cold,coldest,small,smallest,gram4-superlative
cold,coldest,strong,strongest,gram4-superlative
cold,coldest,sweet,sweetest,gram4-superlative
cold,coldest,weak,weakest,gram4-superlative
cold,coldest,wide,widest,gram4-superlative
cold,coldest,young,youngest,gram4-superlative
cold,coldest,bad,worst,gram4-superlative
dark,darkest,easy,easiest,gram4-superlative
dark,darkest,fast,fastest,gram4-superlative
dark,darkest,good,best,gram4-superlative
dark,darkest,great,greatest,gram4-superlative
dark,darkest,high,highest,gram4-superlative
dark,darkest,hot,hottest,gram4-superlative
dark,darkest,long,longest,gram4-superlative
dark,darkest,low,lowest,gram4-superlative
dark,darkest,old,oldest,gram4-superlative
dark,darkest,sharp,sharpest,gram4-superlative
dark,darkest,small,smallest,gram4-superlative
dark,darkest,strong,strongest,gram4-superlative
dark,darkest,sweet,sweetest,gram4-superlative
dark,darkest,weak,weakest,gram4-superlative
dark,darkest,wide,widest,gram4-superlative
dark,darkest,young,youngest,gram4-superlative
dark,darkest,bad,worst,gram4-superlative
dark,darkest,cold,coldest,gram4-superlative
easy,easiest,fast,fastest,gram4-superlative
easy,easiest,good,best,gram4-superlative
easy,easiest,great,greatest,gram4-superlative
easy,easiest,high,highest,gram4-superlative
easy,easiest,hot,hottest,gram4-superlative
easy,easiest,long,longest,gram4-superlative
easy,easiest,low,lowest,gram4-superlative
easy,easiest,old,oldest,gram4-superlative
easy,easiest,sharp,sharpest,gram4-superlative
easy,easiest,small,smallest,gram4-superlative
easy,easiest,strong,strongest,gram4-superlative
easy,easiest,sweet,sweetest,gram4-superlative
easy,easiest,weak,weakest,gram4-superlative
easy,easiest,wide,widest,gram4-superlative
easy,easiest,young,youngest,gram4-superlative
easy,easiest,bad,worst,gram4-superlative
easy,easiest,cold,coldest,gram4-superlative
easy,easiest,dark,darkest,gram4-superlative
fast,fastest,good,best,gram4-superlative
fast,fastest,great,greatest,gram4-superlative
fast,fastest,high,highest,gram4-superlative
fast,fastest,hot,hottest,gram4-superlative
fast,fastest,long,longest,gram4-superlative
fast,fastest,low,lowest,gram4-superlative
fast,fastest,old,oldest,gram4-superlative
fast,fastest,sharp,sharpest,gram4-superlative
fast,fastest,small,smallest,gram4-superlative
fast,fastest,strong,strongest,gram4-superlative
fast,fastest,sweet,sweetest,gram4-superlative
fast,fastest,weak,weakest,gram4-superlative
fast,fastest,wide,widest,gram4-superlative
fast,fastest,young,youngest,gram4-superlative
fast,fastest,bad,worst,gram4-superlative
fast,fastest,cold,coldest,gram4-superlative
fast,fastest,dark,darkest,gram4-superlative
fast,fastest,easy,easiest,gram4-superlative
good,best,great,greatest,gram4-superlative
good,best,high,highest,gram4-superlative
good,best,hot,hottest,gram4-superlative
good,best,long,longest,gram4-superlative
good,best,low,lowest,gram4-superlative
good,best,old,oldest,gram4-superlative
good,best,sharp,sharpest,gram4-superlative
good,best,small,smallest,gram4-superlative
good,best,strong,strongest,gram4-superlative
good,best,sweet,sweetest,gram4-superlative
good,best,weak,weakest,gram4-superlative
good,best,wide,widest,gram4-superlative
good,best,young,youngest,gram4-superlative
good,best,bad,worst,gram4-superlative
good,best,cold,coldest,gram4-superlative
good,best,dark,darkest,gram4-superlative
good,best,easy,easiest,gram4-superlative
good,best,fast,fastest,gram4-superlative
great,greatest,high,highest,gram4-superlative
great,greatest,hot,hottest,gram4-superlative
great,greatest,long,longest,gram4-superlative
great,greatest,low,lowest,gram4-superlative
great,greatest,old,oldest,gram4-superlative
great,greatest,sharp,sharpest,gram4-superlative
great,greatest,small,smallest,gram4-superlative
great,greatest,strong,strongest,gram4-superlative
great,greatest,sweet,sweetest,gram4-superlative
great,greatest,weak,weakest,gram4-superlative
great,greatest,wide,widest,gram4-superlative
great,greatest,young,youngest,gram4-superlative
great,greatest,bad,worst,gram4-superlative
great,greatest,cold,coldest,gram4-superlative
great,greatest,dark,darkest,gram4-superlative
great,greatest,easy,easiest,gram4-superlative
great,greatest,fast,fastest,gram4-superlative
great,greatest,good,best,gram4-superlative
high,highest,hot,hottest,gram4-superlative
high,highest,long,longest,gram4-superlative
high,highest,low,lowest,gram4-superlative
high,highest,old,oldest,gram4-superlative
high,highest,sharp,sharpest,gram4-superlative
high,highest,small,smallest,gram4-superlative
high,highest,strong,strongest,gram4-superlative
high,highest,sweet,sweetest,gram4-superlative
high,highest,weak,weakest,gram4-superlative
high,highest,wide,widest,gram4-superlative
high,highest,young,youngest,gram4-superlative
high,highest,bad,worst,gram4-superlative
high,highest,cold,coldest,gram4-superlative
high,highest,dark,darkest,gram4-superlative
high,highest,easy,easiest,gram4-superlative
high,highest,fast,fastest,gram4-superlative
high,highest,good,best,gram4-superlative
high,highest,great,greatest,gram4-superlative
hot,hottest,long,longest,gram4-superlative
hot,hottest,low,lowest,gram4-superlative
hot,hottest,old,oldest,gram4-superlative
hot,hottest,sharp,sharpest,gram4-superlative
hot,hottest,small,smallest,gram4-superlative
hot,hottest,strong,strongest,gram4-superlative
hot,hottest,sweet,sweetest,gram4-superlative
hot,hottest,weak,weakest,gram4-superlative
hot,hottest,wide,widest,gram4-superlative
hot,hottest,young,youngest,gram4-superlative
hot,hottest,bad,worst,gram4-superlative
hot,hottest,cold,coldest,gram4-superlative
hot,hottest,dark,darkest,gram4-superlative
hot,hottest,easy,easiest,gram4-superlative
hot,hottest,fast,fastest,gram4-superlative
hot,hottest,good,best,gram4-superlative
hot,hottest,great,greatest,gram4-superlative
hot,hottest,high,highest,gram4-superlative
long,longest,low,lowest,gram4-superlative
long,longest,old,oldest,gram4-superlative
long,longest,sharp,sharpest,gram4-superlative
long,longest,small,smallest,gram4-superlative
long,longest,strong,strongest,gram4-superlative
long,longest,sweet,sweetest,gram4-superlative
long,longest,weak,weakest,gram4-superlative
long,longest,wide,widest,gram4-superlative
long,longest,young,youngest,gram4-superlative
long,longest,bad,worst,gram4-superlative
long,longest,cold,coldest,gram4-superlative
long,longest,dark,darkest,gram4-superlative
long,longest,easy,easiest,gram4-superlative
long,longest,fast,fastest,gram4-superlative
long,longest,good,best,gram4-superlative
long,longest,great,greatest,gram4-superlative
long,longest,high,highest,gram4-superlative
long,longest,hot,hottest,gram4-superlative
low,lowest,old,oldest,gram4-superlative
